avg_word_length,sentence_length_words,type_token_ratio,causal_marker_ratio,contrast_marker_ratio,named_entity_density,sent_id,para_id,sent_idx,sent_text,start_char,end_char,gold_salient,rst_relation,rst_nuclearity,rst_tree_depth,span_importance_score,sentence_position_ratio,named_entity_count,prev_next_cohesion_score,paragraph_discourse_continuity_score,cue_word_flags,content_word_density,sentence_length_tokens,lexical_density,syntactic_complexity_score,readability_score,discourse_marker_features,pronoun_usage_features,temporal_marker_features,pos_ratio_NN,pos_ratio_NNP,pos_ratio_NNS,pos_ratio_VB,pos_ratio_VBD,pos_ratio_VBG,pos_ratio_VBN,pos_ratio_VBP,pos_ratio_VBZ,pos_ratio_JJ,pos_ratio_RB,punctuation_pattern_comma_count,punctuation_pattern_semicolon_count,concreteness_noun_count,concreteness_total,prev_sent_label,concreteness_ratio,surprisal_sentence_total,surprisal_sentence_per_token,surprisal_word_mean,surprisal_word_max,surprisal_word_std
5.608695652173913,23,0.9130434782608695,0.0,0.0,0.08695652173913043,squad_v2_5727ebe03acd2414000deff0_s0,squad_v2_5727ebe03acd2414000deff0,0,"Nasser remains an iconic figure in the Arab world, particularly for his strides towards social justice and Arab unity, modernization policies, and anti-imperialist efforts.",0,172,0,joint,NN,4.0,1.0,0.0,2.0,0.10256410256410256,0.0,,0.75,24.0,0.75,5,12.236428571428604,,,,0.17857142857142858,0.07142857142857142,0.10714285714285714,,,,,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.03571428571428571,3,0,10,28,,0.35714285714285715,170.9512277602578,5.180340235159328,7.365371074660883,24.619782087002562,6.6453802685439545
5.739130434782608,23,0.9130434782608695,0.0,0.0,0.17391304347826086,squad_v2_5727ebe03acd2414000deff0_s1,squad_v2_5727ebe03acd2414000deff0,1,"His presidency also encouraged and coincided with an Egyptian cultural boom, and launched large industrial projects, including the Aswan Dam and Helwan City.",173,330,0,elaboration,NS,6.0,0.75,0.3333333333333333,5.0,0.09572649572649572,0.0,,0.7391304347826086,23.0,0.7391304347826086,5,30.76807692307696,,,,0.11538461538461539,0.15384615384615385,0.038461538461538464,,0.11538461538461539,0.038461538461538464,,,,0.11538461538461539,0.038461538461538464,2,0,8,26,0,0.3076923076923077,173.56723861151633,6.198829950411297,7.394800642379442,17.341549205078866,4.320657773122503
6.59375,32,0.875,0.0,0.0,0.0625,squad_v2_5727ebe03acd2414000deff0_s2,squad_v2_5727ebe03acd2414000deff0,2,"Nasser's detractors criticize his authoritarianism, his government's human rights violations, his populist relationship with the citizenry, and his failure to establish civil institutions, blaming his legacy for future dictatorial governance in Egypt.",331,582,0,purpose,NS,5.0,0.75,0.6666666666666666,1.0,0.06883468834688347,0.0,,0.8125,32.0,0.8125,5,2.3884615384615415,,,,0.20512820512820512,0.05128205128205128,0.10256410256410256,0.05128205128205128,,0.02564102564102564,,,,0.10256410256410256,,4,0,14,39,0,0.358974358974359,238.11198689694223,5.53748806737075,8.319586686595587,20.764807890037275,5.524139704783938
5.133333333333334,15,0.9333333333333333,0.06666666666666667,0.0,0.2,squad_v2_5727ebe03acd2414000deff0_s3,squad_v2_5727ebe03acd2414000deff0,3,Historians describe Nasser as a towering political figure of the Middle East in the 20th century.,583,680,1,joint,NN,2.0,1.0,1.0,3.0,0.04878048780487805,0.0,,0.625,16.0,0.625,0,40.2858823529412,,,,0.11764705882352941,0.17647058823529413,0.058823529411764705,,,0.058823529411764705,,0.058823529411764705,,0.11764705882352941,,0,0,6,17,0,0.35294117647058826,69.28310682789267,3.4641553413946333,4.187848503918938,11.926212278063867,3.572062070180719
4.6,10,1.0,0.0,0.0,0.1,squad_v2_56dff532231d4119001abf05_s0,squad_v2_56dff532231d4119001abf05,0,"In Ireland, pubs are known for their atmosphere or ""craic"".",0,59,0,elaboration,NS,4.0,0.75,0.0,1.0,0.09090909090909091,0.0,,0.6,10.0,0.6,2,95.93928571428573,,,now,0.07142857142857142,0.07142857142857142,0.07142857142857142,,,,0.07142857142857142,0.07142857142857142,,0.07142857142857142,,1,0,3,14,,0.21428571428571427,109.25554789940385,7.28370319329359,9.01172806627886,15.77906728601532,5.321265766911196
4.866666666666666,15,0.9333333333333333,0.06666666666666667,0.0,0.06666666666666667,squad_v2_56dff532231d4119001abf05_s1,squad_v2_56dff532231d4119001abf05,1,"In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse"").",60,157,0,restatement,NS,6.0,0.75,0.2,1.0,0.11688311688311688,0.0,,0.6,15.0,0.6,2,96.86000000000001,,,,0.16,0.04,,0.12,,,0.04,,0.04,,,1,0,5,25,0,0.2,186.9643437973691,6.924605325828486,11.55683693862701,41.429431136844265,11.605205455313026
5.2272727272727275,22,0.8181818181818182,0.0,0.0,0.045454545454545456,squad_v2_56dff532231d4119001abf05_s2,squad_v2_56dff532231d4119001abf05,2,"Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland.",158,297,0,elaboration,NS,4.0,0.75,0.4,2.0,0.15207373271889402,0.0,,0.6818181818181818,22.0,0.6818181818181818,3,35.94800000000001,,,,0.16,0.04,0.08,,,,0.04,,0.04,0.2,0.04,2,0,7,25,0,0.28,123.3930227804831,4.935720911219324,5.848450382209982,14.439233253442637,4.536055134519332
5.090909090909091,22,0.8181818181818182,0.0,0.0,0.22727272727272727,squad_v2_56dff532231d4119001abf05_s3,squad_v2_56dff532231d4119001abf05,3,Pubs in Northern Ireland are largely identical to their counterparts in the Republic of Ireland except for the lack of spirit grocers.,298,432,0,context,NS,5.0,0.75,0.6,4.0,0.12715678919729934,0.0,,0.5909090909090909,22.0,0.5909090909090909,0,36.35956521739132,,,,0.08695652173913043,0.21739130434782608,0.08695652173913043,,,,,0.043478260869565216,,0.043478260869565216,0.043478260869565216,0,0,9,23,0,0.391304347826087,113.72168961186985,4.548867584474794,5.085111593263071,18.317894673577104,5.190147337324942
4.5675675675675675,37,0.7567567567567568,0.0,0.0,0.02702702702702703,squad_v2_56dff532231d4119001abf05_s4,squad_v2_56dff532231d4119001abf05,4,"A side effect of ""The Troubles"" was that the lack of a tourist industry meant that a higher proportion of traditional bars have survived the wholesale refitting of Irish pub interiors in the 'English style' in the 1950s and 1960s.",433,663,0,causal,SN,6.0,0.75,0.8,3.0,0.09062927496580028,0.0,,0.55,40.0,0.55,1,41.043181818181836,,,,0.18181818181818182,0.022727272727272728,0.045454545454545456,,0.045454545454545456,,0.022727272727272728,0.022727272727272728,,0.11363636363636363,,0,0,11,44,0,0.25,263.77018570336054,5.2754037140672105,6.361641951424184,21.903574628704188,5.095045405201775
4.25,8,1.0,0.0,0.0,0.25,squad_v2_56dff532231d4119001abf05_s5,squad_v2_56dff532231d4119001abf05,5,New Zealand sports a number of Irish pubs.,664,706,1,joint,NN,2.0,1.0,1.0,2.0,0.08823529411764706,0.0,,0.75,8.0,0.75,0,94.30000000000001,,,,0.1111111111111111,0.2222222222222222,0.2222222222222222,,,,,,,0.1111111111111111,,0,0,5,9,0,0.5555555555555556,56.563338554417115,6.284815394935235,6.320869238933715,12.893969721614514,4.075078643172302
5.642857142857143,14,1.0,0.0,0.0,0.07142857142857142,squad_v2_56d61c4e1c85041400946f1d_s0,squad_v2_56d61c4e1c85041400946f1d,0,The Internet was extensively used for passing information to aid rescue and recovery efforts.,0,93,0,purpose,NS,4.0,0.75,0.0,1.0,0.15625,1.0,,0.6428571428571429,14.0,0.6428571428571429,1,22.410000000000025,,,,0.26666666666666666,0.06666666666666667,0.06666666666666667,,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,0.06666666666666667,0,0,6,15,,0.4,101.44563313719408,6.763042209146272,7.18559133392299,14.900987110829925,4.650454479217023
4.708333333333333,24,0.9583333333333334,0.0,0.0,0.041666666666666664,squad_v2_56d61c4e1c85041400946f1d_s1,squad_v2_56d61c4e1c85041400946f1d,1,"For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery.",94,232,0,purpose,NS,5.0,0.75,0.2,1.0,0.1291454081632653,0.5,,0.7083333333333334,24.0,0.7083333333333334,1,43.78346153846158,,,,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,,,,,0.07692307692307693,,1,0,12,26,0,0.46153846153846156,144.80163680238397,5.36302358527348,6.130635559872663,15.359154802839296,3.9028797208347075
5.054054054054054,37,0.8378378378378378,0.02702702702702703,0.0,0.02702702702702703,squad_v2_56d61c4e1c85041400946f1d_s2,squad_v2_56d61c4e1c85041400946f1d,2,"After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given].",233,459,0,adversative,NS,8.0,0.75,0.4,1.0,0.07374768089053804,0.0,first,0.6756756756756757,37.0,0.6756756756756757,2,29.03463414634149,first,it,after|now,0.21951219512195122,0.04878048780487805,0.04878048780487805,,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.024390243902439025,,0.07317073170731707,0.024390243902439025,1,0,13,41,0,0.3170731707317073,289.5161849286715,6.7329345332249195,7.858076696070078,20.078386390127022,4.841798119473392
5.6,15,1.0,0.0,0.0,0.0,squad_v2_56d61c4e1c85041400946f1d_s3,squad_v2_56d61c4e1c85041400946f1d,3,Volunteers also set up several websites to help store contact information for victims and evacuees.,460,559,1,purpose,NS,6.0,0.75,0.6,0.0,0.03835227272727273,0.0,,0.8,15.0,0.8,1,31.97,,,,0.0625,,0.25,0.125,,,,0.0625,,0.125,0.0625,0,0,5,16,0,0.3125,102.04420963781601,5.669122757656445,6.727176027213015,15.57397920931592,5.092913596121656
5.473684210526316,19,0.8947368421052632,0.0,0.0,0.10526315789473684,squad_v2_56d61c4e1c85041400946f1d_s4,squad_v2_56d61c4e1c85041400946f1d,4,"On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.",560,687,0,elaboration,NS,6.0,0.75,0.8,2.0,0.015625,0.5,,0.7,20.0,0.7,3,49.91409090909093,,,,0.2727272727272727,0.09090909090909091,0.09090909090909091,,0.045454545454545456,0.045454545454545456,0.045454545454545456,,,,,1,0,10,22,1,0.45454545454545453,146.2070432868285,6.0919601369511875,7.341186321761216,22.924596007260497,4.920536442167542
8.0,1,1.0,0.0,0.0,0.0,squad_v2_56d61c4e1c85041400946f1d_s5,squad_v2_56d61c4e1c85041400946f1d,5,No-one survived.,688,704,0,elaboration,NS,4.0,0.75,1.0,0.0,0.0,1.0,,1.0,2.0,1.0,0,34.59000000000003,,,,,,,,,,0.3333333333333333,,,,,0,0,0,3,0,0.0,22.47665040445823,4.495330080891646,10.52863609476856,14.552258477782534,4.023622383013974
5.0,22,0.9090909090909091,0.0,0.0,0.22727272727272727,squad_v2_572abec0be1ee31400cb8201_s0,squad_v2_572abec0be1ee31400cb8201,0,"In Why F A Hayek is a Conservative, British policy analyst Madsen Pirie claims Hayek mistakes the nature of the conservative outlook.",0,133,1,attribution,SN,4.0,0.75,0.0,9.0,0.06666666666666667,1.0,,0.6818181818181818,22.0,0.6818181818181818,1,37.950000000000045,,,,0.16666666666666666,0.20833333333333334,,,,,,,0.125,0.125,,1,0,9,24,,0.375,223.06520257021654,7.966614377507733,10.280543385945544,24.510144268969324,5.835533083351797
4.472222222222222,36,0.8333333333333334,0.0,0.027777777777777776,0.027777777777777776,squad_v2_572abec0be1ee31400cb8201_s1,squad_v2_572abec0be1ee31400cb8201,1,"Conservatives, he says, are not averse to change – but like Hayek, they are highly averse to change being imposed on the social order by people in authority who think they know how to run things better.",134,336,0,attribution,SN,10.0,0.75,0.3333333333333333,1.0,0.08333333333333334,0.5,,0.6944444444444444,36.0,0.6944444444444444,4,43.47853658536589,,he|they|they,now,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.07317073170731707,,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.07317073170731707,0.07317073170731707,3,0,6,41,1,0.14634146341463414,222.66624537968062,5.060596485901832,5.530036319921512,13.76779487157756,3.707217156806804
4.388888888888889,18,0.7777777777777778,0.0,0.0,0.0,squad_v2_572abec0be1ee31400cb8201_s2,squad_v2_572abec0be1ee31400cb8201,2,They wish to allow the market to function smoothly and give it the freedom to change and develop.,337,434,0,joint,NN,8.0,1.0,0.6666666666666666,0.0,0.09166666666666667,0.0,,0.6111111111111112,18.0,0.6111111111111112,2,67.32894736842107,,they|it,,0.10526315789473684,,,0.2631578947368421,,,,0.05263157894736842,,,0.05263157894736842,0,0,2,19,0,0.10526315789473684,85.24406505127874,4.486529739540987,4.614569303533579,9.198352121664271,2.6839651105716364
